Inside the the envelope you find:\n  A cult ring.\n  A cult book.\n  Marie's locket.\nYou remove these and discard the envelope.	信封裡你找到：\n  一枚邪教戒指。\n  一本邪教書籍。\n  Marie 的鎖盒。\n你取出這些東西並丟棄信封。
You have $2.50	你有 $2.50
You have $5.00	你有 $5.00
You have $7.50	你有 $7.50
You have $10.00	你有 $10.00
You're flat broke!	你身無分文！
This is Juan Ruiz's license - #434301.	這是 Juan Ruiz 的駕照 - #434301。
This is Orpheus' license - #522341.	這是 Orpheus 的駕照 - #522341。
This is the drunk' ID card.	這是那個醉漢的身分證。
This is Brian Forbes's license - #789612.	這是 Brian Forbes 的駕照 - #789612。
This is Andrew Dent's license - 980453.	這是 Andrew Dent 的駕照 - 980453。
You log Andrew Dent's license information in your notebook.	你在筆記本裡記錄了 Andrew Dent 的駕照資訊。
You already have the information in your notebook.	你已經在筆記本裡有這些資訊了。
%d of %d	%d / %d
Hello. I'm Jim Walls, retired California Highway Patrol Officer and designer of the Police Quest series.	你好。我是 Jim Walls，已退休的加州公路巡邏隊警官，也是警察故事系列的設計者。
With Police Quest, you're not just watching some movie star portraying the glamourous part of police work. As Detective Sonny Bonds, YOU'RE the man behind the badge.	在警察故事中，你不只是看著某個明星演員表演警察工作光鮮亮麗的一面。作為警探 Sonny Bonds，你才是那個頂著警徽的人。
It's up to you to learn and follow correct police procedure - to make the right decisions in life and death situations.	你得學會並遵循正確的警務程序——在生死抉擇中做出正確的決定。
In REAL police work, you have to know when to be a hero and when to rely on caution and use the other team players on the force.	在真實的警務工作中，你必須知道何時要充當英雄，何時該依靠謹慎並利用隊友的力量。
Some of the incidents in Police Quest 3 are based on actual events that occurred during the course of my career. I managed to survive them. Let's see if YOU can do as well under pressure.	警察故事3 中的一些案件是根據我職業生涯中發生的真實事件改編的。我設法活了下來。讓我們看看在壓力下你能否做得一樣好。
Here's the scene you're about to be walking into...	這是你即將走進的場景……
Lytton, once a quiet and peaceful little town, has been growing like a weed. There's new industry, good jobs, and a decent standard of living.	Lytton 曾經是個安靜祥和的小城鎮，現在發展得飛快。有新的產業、好工作和體面的生活水準。
Unfortunately, progress is not without its side effects. Poverty and crime are going up about as fast as the new cultural center.	不幸的是，進步並非沒有代價。貧困和犯罪率的增長跟新文化中心的發展一樣快。
Homicide Detective Sonny Bonds and his wife Marie are still on a 'honeymoon high' from their wedding a few years back.	重案警探 Sonny Bonds 和妻子 Marie 還沉浸在幾年前婚禮帶來的「蜜月興奮」中。
Marie's got a good job at Oak Tree Mall and the two have a beautiful new home.	Marie 在 Oak Tree Mall 有份不錯的工作，兩人擁有一幢美麗的新家。
Overburdened as the department is, he's been assigned to Traffic Division for a bit. Seems Traffic's always understaffed.	儘管警局人手不足，他暫時被分配到交通組。看來交通組總是人手短缺。
Well, that's Sonny's life - and it's a good one, worth protecting. And now it's time for you to assume the role of Detective Sonny Bonds. I happen to know you're in for a heck of a day.	這就是 Sonny 的生活——是值得保護的美好生活。現在該由你扮演警探 Sonny Bonds 的角色了。我碰巧知道你將面臨不平凡的一天。
Come on. This way.	來吧。這邊。
Wait for me, Sonny.	等等我，Sonny。
I'll catch up with you. Got to run to my car.	我會追上你。得先跑回我的車。
This is not the appropiate place to search a suspect.	這不是搜查嫌犯的合適地點。
These doors are sensor activated.	這些門由感應器控制。
The door is locked. I guess the Evidence Officer must be out to lunch.	門被鎖上了。我猜證物管理員可能出去吃午飯了。
You really should do something with the prisoner first.	你應該先處理那個囚犯。
You need to put the field equipment back into the trunk first.	你必須先把現場勘查設備放回後備箱。
A locker door.	一扇置物櫃門。
It is locked.	它被鎖上了。
You open the locker.	你打開了置物櫃。
You close the locker.	你關上了置物櫃。
You unlock the locker.	你打開了置物櫃的鎖。
Why don't open it first?	你為什麼不先打開它？
It's too long to fit in the gun locker.	它太長了，放不進槍櫃。
There's no regulation against carrying that into the jail.	沒有規定禁止把那個帶進監獄。
That locker is already taken.	那個置物櫃已經被佔用了。
Your key doesn't open that locker.	你的鑰匙打不開那個置物櫃。
Why don't you open it first?	你為什麼不先打開它？
You need to put your equipment back in the trunk.	你需要把你的裝備放回後備箱。
Now where do you think you are going???	你現在想去哪裡？？？
You're trying to be inconspicuous. Leave the marked car for uniformed officers.	你想保持低調。留下警車給制服警員。
Don't you think you should checkin at Homicide first?	你不認為應該先到重案組報到嗎？
The unmarked car is reserved for officers in plain clothes.	便衣車是給便衣警員用的。
You need one of those funny-looking keys.	你需要那種奇怪的鑰匙之一。
Sooo... what are we booking this fine upstanding citizen on anyway?	那麼……我們到底要以什麼罪名起訴這位高尚的公民呢？
Quit clowning around Bonds. Give me a real code.	別鬧了，Bonds。給我一個真正的代碼。
You sure about that Bonds? Better dust off that Officer's Manual and bone up on your codes.	你確定嗎，Bonds？最好翻出警員手冊補習一下你的代碼。
You got any ID on this guy Sonny?	Sonny，這傢伙有身分證嗎？
Yea, here you go.	是的，給你。
Any personal effects?	有什麼個人物品嗎？
One knife, concealed weapon.	一把刀，暗藏武器。
I'm returning your cuffs here through the drop box. Don't forget 'em!	我透過投遞箱把你的手銬還給你。別忘了！
Say, Bonds. Officer Morales is requesting a supervisor for a refusal to sign.	聽著，Bonds。Officer Morales 正要求上級來處理一個拒絕簽名的案件。
